Strategy,Avg. Baseline %HITS@N,Avg. Reform %HITS@N,% Imp. %HITS@N,Avg. Baseline MAP,Avg. Reform MAP,% Imp. MAP,Avg. Baseline MRR,Avg. Reform MRR,% Imp. MRR
TITLE*OB*OTHER*S2R*CODE*T_EB,0.2279305897,0.2231891874,-0.0208019567,0.058586386,0.0620596977,0.0592853027,0.0744906485,0.0789656625,0.0600748427
TITLE*OB*OTHER*CODE*EB,0.2279305897,0.2231772311,-0.0208544127,0.058586386,0.0619701447,0.0577567402,0.0744906485,0.0788548998,0.058587909
TITLE*OB*OTHER*T_S2R*T_EB,0.2279305897,0.223153085,-0.020960349,0.058586386,0.0576211599,-0.0164752638,0.0744906485,0.0735018028,-0.0132747625
TITLE*OB*OTHER*T_S2R*CODE*EB,0.2279305897,0.2230911257,-0.021232183,0.058586386,0.0622251928,0.0621101079,0.0744906485,0.0793713059,0.0655204045
EB,0.2279305897,0.2222979893,-0.0247119108,0.058586386,0.0631213214,0.077405958,0.0744906485,0.0802016068,0.0766667816
TITLE*OB*OTHER*T_S2R,0.2279305897,0.2220636415,-0.0257400649,0.058586386,0.0577730283,-0.013883051,0.0744906485,0.0735472236,-0.012665011
BLIZZARD--T_OB*T_OTHER*S2R*CODE*EB,0.2279305897,0.2220431977,-0.0258297581,0.058586386,0.0725753587,0.2387751415,0.0744906485,0.0962796729,0.2925068428
TITLE*OB*OTHER*S2R*CODE,0.2279305897,0.221991133,-0.0260581817,0.058586386,0.0623905863,0.0649331776,0.0744906485,0.0793421754,0.0651293422
TITLE*OB*OTHER*T_EB,0.2279305897,0.2217923188,-0.0269304392,0.058586386,0.0572526957,-0.0227645103,0.0744906485,0.0729353974,-0.0208784744
T_OB*T_TITLE*S2R*CODE*EB,0.2279305897,0.2209426901,-0.0306580157,0.058586386,0.0763474768,0.3031607155,0.0744906485,0.0970091651,0.3022999137
TITLE*OB*OTHER*T_S2R*CODE*T_EB,0.2279305897,0.2209146249,-0.0307811461,0.058586386,0.0615894969,0.0512595348,0.0744906485,0.0787522126,0.0572093839
T_OB*T_TITLE*T_OTHER*S2R*CODE*T_EB,0.2279305897,0.2207984875,-0.0312906757,0.058586386,0.073653087,0.2571706841,0.0744906485,0.0921867534,0.2375614298
OB*OTHER*T_TITLE*S2R*EB,0.2279305897,0.2205856738,-0.0322243536,0.058586386,0.0570971913,-0.0254187854,0.0744906485,0.0726131232,-0.0252048455
TITLE*OB*OTHER*CODE*T_EB,0.2279305897,0.2202832035,-0.0335513818,0.058586386,0.0613941459,0.0479251254,0.0744906485,0.0781848819,0.0495932509
OB*OTHER*S2R*EB,0.2279305897,0.220232251,-0.0337749257,0.058586386,0.0565866322,-0.0341334221,0.0744906485,0.0720539016,-0.0327121178
TITLE*OB*OTHER,0.2279305897,0.2198087847,-0.0356327997,0.058586386,0.0573115092,-0.0217606338,0.0744906485,0.0728228656,-0.0223891578
TITLE*OB*OTHER*T_S2R*CODE,0.2279305897,0.2196399674,-0.0363734519,0.058586386,0.061862601,0.0559210963,0.0744906485,0.0790094917,0.060663229
BLIZZARD--T_OB*T_OTHER*S2R*EB,0.2279305897,0.2194619195,-0.0371546013,0.058586386,0.0713069468,0.2171248586,0.0744906485,0.0915472013,0.2289757596
T_TITLE*T_OTHER*S2R*EB,0.2279305897,0.2193132982,-0.0378066477,0.058586386,0.0672824077,0.1484307573,0.0744906485,0.0853240554,0.145433113
OB*OTHER*T_TITLE*S2R*CODE*EB,0.2279305897,0.2185324993,-0.041232247,0.058586386,0.0600538682,0.0250481771,0.0744906485,0.0767274357,0.0300277588
T_OB*S2R*CODE*EB,0.2279305897,0.2184319087,-0.0416735685,0.058586386,0.0750645005,0.2812618343,0.0744906485,0.095627617,0.2837533166
TITLE*OB*OTHER*CODE,0.2279305897,0.2182351799,-0.0425366767,0.058586386,0.0616051285,0.0515263469,0.0744906485,0.0782844916,0.0509304614
OB*OTHER*S2R*CODE*EB,0.2279305897,0.2181537267,-0.0428940364,0.058586386,0.0594186092,0.0142050608,0.0744906485,0.0761136345,0.0217877817
BLIZZARD--T_OB*T_TITLE*T_OTHER*T_S2R*CODE*EB,0.2279305897,0.2180064562,-0.0435401562,0.058586386,0.0719239438,0.2276562629,0.0744906485,0.0945629373,0.2694605187
T_TITLE*S2R*CODE*EB,0.2279305897,0.2179088112,-0.0439685544,0.058586386,0.0767296551,0.3096840457,0.0744906485,0.0969992563,0.3021668929
T_OB*T_TITLE*T_OTHER*S2R*T_EB,0.2279305897,0.2178763717,-0.0441108761,0.058586386,0.0672096581,0.1471890083,0.0744906485,0.0838962968,0.1262661619
T_EB,0.2279305897,0.2177263732,-0.0447689647,0.058586386,0.0605880877,0.034166669,0.0744906485,0.076587038,0.0281429896
T_OB*T_OTHER*S2R*CODE*T_EB,0.2279305897,0.217575858,-0.0454293198,0.058586386,0.0725841412,0.2389250492,0.0744906485,0.0911316417,0.2233970777
OB*OTHER*T_TITLE*EB,0.2279305897,0.2172489412,-0.0468636024,0.058586386,0.0561458172,-0.0416576098,0.0744906485,0.0714402824,-0.0409496507
OB*OTHER*T_TITLE*T_S2R*EB,0.2279305897,0.2170539587,-0.0477190493,0.058586386,0.0568181996,-0.0301808411,0.0744906485,0.0723038135,-0.0293571749
OB*OTHER*T_TITLE*S2R*T_EB,0.2279305897,0.2169638699,-0.0481142959,0.058586386,0.055626224,-0.0505264492,0.0744906485,0.0708768383,-0.0485136085
BLIZZARD--T_TITLE*T_OTHER*S2R*CODE*EB,0.2279305897,0.2168649975,-0.0485480788,0.058586386,0.0733789609,0.2524916774,0.0744906485,0.0972378004,0.305369229
OB*OTHER*EB,0.2279305897,0.2168640287,-0.0485523289,0.058586386,0.0554959227,-0.0527505375,0.0744906485,0.0707666199,-0.0499932362
BLIZZARD--T_OB*T_TITLE*T_OTHER*S2R*CODE*T_EB,0.2279305897,0.2166876999,-0.0493259367,0.058586386,0.0705151564,0.2036099367,0.0744906485,0.0926633411,0.2439593825
T_OB*T_TITLE*T_OTHER*S2R*CODE,0.2279305897,0.2166306702,-0.0495761428,0.058586386,0.073264545,0.2505387338,0.0744906485,0.0915954594,0.2296236003
OB*OTHER*T_S2R*EB,0.2279305897,0.2165070575,-0.0501184691,0.058586386,0.0559727558,-0.0446115624,0.0744906485,0.0712617752,-0.0433460214
T_OB*T_OTHER*S2R*T_EB,0.2279305897,0.2164827379,-0.0502251665,0.058586386,0.0665971391,0.1367340373,0.0744906485,0.0831699497,0.1165153135
OB*OTHER*S2R*T_EB,0.2279305897,0.2164801094,-0.0502366985,0.058586386,0.0551210368,-0.0591493938,0.0744906485,0.0702585518,-0.0568137982
T_OB*T_TITLE*T_OTHER*T_S2R*EB,0.2279305897,0.2161290088,-0.0517770825,0.058586386,0.0697104404,0.1898743909,0.0744906485,0.0877801764,0.1784053186
T_TITLE*T_OTHER*S2R*CODE*EB,0.2279305897,0.2161208488,-0.0518128827,0.058586386,0.0733873491,0.2526348528,0.0744906485,0.0932452977,0.2517718618
S2R*CODE*EB,0.2279305897,0.2161104996,-0.0518582878,0.058586386,0.0759409924,0.2962225112,0.0744906485,0.0959650795,0.2882835828
BLIZZARD--T_TITLE*T_OTHER*S2R*EB,0.2279305897,0.2157684811,-0.0533588255,0.058586386,0.0702790965,0.199580674,0.0744906485,0.0913797606,0.2267279512
BLIZZARD--T_OB*T_TITLE*T_OTHER*S2R*CODE,0.2279305897,0.2155289542,-0.0544097021,0.058586386,0.0698376206,0.192045205,0.0744906485,0.0919269164,0.2340732467
OB*OTHER*T_TITLE*CODE*EB,0.2279305897,0.2153172419,-0.0553385478,0.058586386,0.0591389843,0.0094321962,0.0744906485,0.0755278445,0.0139238416
BLIZZARD--CODE,0.2279305897,0.2153167936,-0.0553405144,0.058586386,0.0717367774,0.2244615561,0.0744906485,0.0970400194,0.3027141174
T_OB*T_TITLE*T_OTHER*T_S2R*CODE*EB,0.2279305897,0.2152651619,-0.0555670384,0.058586386,0.0761112076,0.2991278824,0.0744906485,0.0954247619,0.2810300866
OB*OTHER*T_TITLE*S2R,0.2279305897,0.2150721591,-0.0564137997,0.058586386,0.0556024891,-0.0509315749,0.0744906485,0.0707148075,-0.0506887919
OB*OTHER*CODE*EB,0.2279305897,0.2150420043,-0.0565460977,0.058586386,0.0584798321,-0.0018187487,0.0744906485,0.0748989795,0.0054816409
BLIZZARD--T_OB*T_TITLE*T_OTHER*T_S2R*EB,0.2279305897,0.2148642446,-0.0573259829,0.058586386,0.071302987,0.2170572686,0.0744906485,0.0907625429,0.2184421103
OB*OTHER*T_TITLE*T_S2R*CODE*EB,0.2279305897,0.2146992563,-0.0580498361,0.058586386,0.0593640463,0.0132737362,0.0744906485,0.0760174116,0.0204960377
OB*OTHER*T_TITLE*S2R*CODE*T_EB,0.2279305897,0.2146270292,-0.0583667184,0.058586386,0.0587154481,0.0022029355,0.0744906485,0.0751875096,0.0093550149
BLIZZARD--T_TITLE*EB,0.2279305897,0.2144834175,-0.0589967859,0.058586386,0.0767643742,0.3102766597,0.0744906485,0.0982664419,0.3191782306
OB*OTHER*T_S2R*CODE*EB,0.2279305897,0.2142811041,-0.0598843957,0.058586386,0.0586206092,0.0005841484,0.0744906485,0.0751998195,0.009520269
T_OB*T_TITLE*S2R*CODE*T_EB,0.2279305897,0.2141470924,-0.0604723453,0.058586386,0.0727843247,0.2423419431,0.0744906485,0.0914052383,0.2270699761
OB*OTHER*S2R*CODE*T_EB,0.2279305897,0.2141012374,-0.0606735249,0.058586386,0.0580903979,-0.0084659291,0.0744906485,0.0745126966,0.0002959851
OB*OTHER*T_TITLE*T_S2R*T_EB,0.2279305897,0.2140703883,-0.060808869,0.058586386,0.0559326107,-0.0452967916,0.0744906485,0.0714586406,-0.040703201
BLIZZARD--T_OB*T_TITLE*T_OTHER*CODE*EB,0.2279305897,0.2140519703,-0.0608896747,0.058586386,0.0701903459,0.1980658078,0.0744906485,0.093226178,0.2515151887
T_OB*T_OTHER*T_S2R*EB,0.2279305897,0.2140410263,-0.0609376891,0.058586386,0.0685691512,0.1703939404,0.0744906485,0.086328931,0.1589230692
BLIZZARD--T_OB*T_TITLE*S2R*CODE*EB,0.2279305897,0.2139272772,-0.0614367404,0.058586386,0.0761546408,0.2998692351,0.0744906485,0.1008887648,0.3543816154
BLIZZARD--T_OB*OTHER*T_TITLE*S2R*CODE*EB,0.2279305897,0.2134889303,-0.0633599003,0.058586386,0.0676036172,0.1539134211,0.0744906485,0.0856860166,0.1502922627
BLIZZARD--T_OB*T_TITLE*T_OTHER*S2R*T_EB,0.2279305897,0.2129806142,-0.0655900358,0.058586386,0.0700343917,0.1954038551,0.0744906485,0.0887860583,0.1919087853
BLIZZARD--T_OB*T_OTHER*S2R*CODE*T_EB,0.2279305897,0.2129103165,-0.065898453,0.058586386,0.0684021446,0.1675433362,0.0744906485,0.0897035933,0.2042262374
OB*OTHER*T_TITLE*S2R*CODE,0.2279305897,0.2128350472,-0.066228682,0.058586386,0.0588143727,0.003891462,0.0744906485,0.0752904372,0.0107367663
T_OB*T_TITLE*T_OTHER*S2R,0.2279305897,0.2128240794,-0.0662768008,0.058586386,0.0666138334,0.1370189892,0.0744906485,0.0829471292,0.1135240582
OB*OTHER*T_S2R*T_EB,0.2279305897,0.2127974886,-0.0663934626,0.058586386,0.0550956065,-0.0595834601,0.0744906485,0.0703420135,-0.055693366
BLIZZARD--T_TITLE*S2R*CODE*EB,0.2279305897,0.2126702707,-0.0669516058,0.058586386,0.0762613997,0.3016914832,0.0744906485,0.1008383046,0.3537042119
BLIZZARD--T_OB*OTHER*T_TITLE*S2R*EB,0.2279305897,0.2125758602,-0.0673658133,0.058586386,0.0672887202,0.1485385044,0.0744906485,0.085127657,0.1427965618
BLIZZARD--T_OB*T_OTHER*T_S2R*CODE*EB,0.2279305897,0.2125199452,-0.0676111289,0.058586386,0.0690347346,0.1783408949,0.0744906485,0.0907365414,0.2180930532
OB*OTHER*S2R,0.2279305897,0.2125164965,-0.0676262595,0.058586386,0.0548019936,-0.0645950826,0.0744906485,0.0695446305,-0.0663978383
T_TITLE*S2R*CODE*T_EB,0.2279305897,0.2125133082,-0.0676402474,0.058586386,0.0742754374,0.2677934651,0.0744906485,0.0933243479,0.2528330705
OB*OTHER*T_TITLE*T_EB,0.2279305897,0.2124997098,-0.0676999078,0.058586386,0.0552390031,-0.057135849,0.0744906485,0.070273638,-0.0566112733
OB*OTHER*T_TITLE*T_S2R,0.2279305897,0.2124015952,-0.0681303661,0.058586386,0.0558390966,-0.0468929668,0.0744906485,0.0710967359,-0.045561592
BLIZZARD--T_OB*T_TITLE*T_OTHER*EB,0.2279305897,0.2122484946,-0.0688020642,0.058586386,0.0700136217,0.1950493346,0.0744906485,0.0898626126,0.2063609917
T_TITLE*T_OTHER*T_S2R*EB,0.2279305897,0.211997147,-0.0699048016,0.058586386,0.0659246198,0.1252549317,0.0744906485,0.0833641254,0.1191220255
OB*OTHER*T_TITLE*T_S2R*CODE*T_EB,0.2279305897,0.2119393451,-0.070158396,0.058586386,0.0585686171,-0.0003032944,0.0744906485,0.0754216344,0.0124980239
T_TITLE*T_OTHER*S2R*T_EB,0.2279305897,0.2119289324,-0.0702040796,0.058586386,0.0645152524,0.1011987044,0.0744906485,0.0815555242,0.0948424518
OB*OTHER*T_EB,0.2279305897,0.2118471852,-0.0705627294,0.058586386,0.0546293944,-0.0675411464,0.0744906485,0.0696170587,-0.0654255246
T_OB*T_OTHER*T_S2R*CODE*EB,0.2279305897,0.2117986531,-0.0707756543,0.058586386,0.0749398097,0.2791335115,0.0744906485,0.094276573,0.2656162203
BLIZZARD--T_OB*T_TITLE*T_OTHER*S2R,0.2279305897,0.21161163,-0.0715961808,0.058586386,0.0690828792,0.1791626669,0.0744906485,0.0877179189,0.177569543
BLIZZARD--T_TITLE*T_OTHER*S2R*CODE,0.2279305897,0.2115961569,-0.0716640657,0.058586386,0.0707758165,0.2080590948,0.0744906485,0.0943384856,0.2664473661
BLIZZARD--S2R,0.2279305897,0.2115304849,-0.0719521887,0.058586386,0.0706713979,0.2062767936,0.0744906485,0.0893643942,0.1996726575
BLIZZARD--T_OB*S2R*CODE*EB,0.2279305897,0.2112755683,-0.0730705843,0.058586386,0.0737105482,0.2581514783,0.0744906485,0.0984067126,0.3210612958
T_OB*S2R*CODE*T_EB,0.2279305897,0.211266548,-0.0731101591,0.058586386,0.0714503395,0.2195724014,0.0744906485,0.0899367396,0.20735611
TITLE*T_OB*OTHER*S2R*CODE*EB,0.2279305897,0.2111610465,-0.0735730258,0.058586386,0.060005147,0.0242165645,0.0744906485,0.0761915451,0.0228336938
BLIZZARD--T_OB*T_OTHER*T_S2R*EB,0.2279305897,0.2111012217,-0.0738354952,0.058586386,0.0683660726,0.1669276299,0.0744906485,0.0869182866,0.1668348757
OB*OTHER*S2R*CODE,0.2279305897,0.2110515058,-0.0740536138,0.058586386,0.0577889976,-0.0136104741,0.0744906485,0.0740028669,-0.006548226
OB*OTHER*T_TITLE*CODE*T_EB,0.2279305897,0.2110290992,-0.0741519184,0.058586386,0.0582245007,-0.0061769534,0.0744906485,0.0744316465,-0.0007920719
BLIZZARD--T_OB*OTHER*S2R*CODE*EB,0.2279305897,0.2110036882,-0.0742634043,0.058586386,0.0670332316,0.1441776178,0.0744906485,0.08511418,0.1426156406
T_TITLE*T_OTHER*S2R*CODE*T_EB,0.2279305897,0.2109600263,-0.074454962,0.058586386,0.0711669905,0.2147359696,0.0744906485,0.0898289047,0.2059084803
OB*OTHER*T_S2R*CODE*T_EB,0.2279305897,0.2109212007,-0.0746253017,0.058586386,0.0577708938,-0.0139194841,0.0744906485,0.0744214572,-0.0009288592
BLIZZARD--T_S2R,0.2279305897,0.2108724641,-0.0748391238,0.058586386,0.0707164384,0.2070455819,0.0744906485,0.0887989218,0.1920814711
S2R*CODE*T_EB,0.2279305897,0.2108552571,-0.0749146162,0.058586386,0.0737640981,0.2590655118,0.0744906485,0.092636562,0.2435998872
BLIZZARD--T_TITLE,0.2279305897,0.2108422028,-0.0749718891,0.058586386,0.0741416593,0.2655100328,0.0744906485,0.0969024835,0.3008677667
BLIZZARD--T_OB*T_OTHER*S2R*CODE,0.2279305897,0.2108079215,-0.0751222917,0.058586386,0.0671342411,0.1459017298,0.0744906485,0.0879492105,0.1806745181
OB*OTHER*CODE*T_EB,0.2279305897,0.2106517328,-0.0758075383,0.058586386,0.0575950523,-0.0169208888,0.0744906485,0.0738770034,-0.0082378814
BLIZZARD--T_OB*T_TITLE*S2R*EB,0.2279305897,0.2105339842,-0.0763241368,0.058586386,0.0741886997,0.2663129563,0.0744906485,0.0939718114,0.2615249477
T_OB*T_TITLE*T_OTHER*EB,0.2279305897,0.2104903764,-0.0765154574,0.058586386,0.0672608022,0.1480619766,0.0744906485,0.0855896112,0.148998068
OB*OTHER*T_TITLE,0.2279305897,0.2104717375,-0.0765972318,0.058586386,0.0550018711,-0.061183412,0.0744906485,0.0698382041,-0.0624567572
BLIZZARD--T_TITLE*S2R*EB,0.2279305897,0.2103859292,-0.0769736985,0.058586386,0.0755278334,0.289170377,0.0744906485,0.0963521101,0.2934792759
BLIZZARD--T_OB*OTHER*T_TITLE*S2R*CODE*T_EB,0.2279305897,0.2101969833,-0.0778026611,0.058586386,0.0650197428,0.1098097556,0.0744906485,0.0825129798,0.1076958186
T_OB*T_TITLE*S2R*EB,0.2279305897,0.2101483925,-0.0780158436,0.058586386,0.0639898727,0.0922310974,0.0744906485,0.0816701154,0.0963807812
OB*OTHER*T_TITLE*T_S2R*CODE,0.2279305897,0.2099618245,-0.0788343733,0.058586386,0.0586252004,0.0006625144,0.0744906485,0.0752767177,0.0105525888
T_OB*T_TITLE*S2R*CODE,0.2279305897,0.2098303811,-0.079411055,0.058586386,0.0724129767,0.2360034737,0.0744906485,0.0908893559,0.220144511
BLIZZARD--T_OB*OTHER*S2R*EB,0.2279305897,0.2097489597,-0.0797682753,0.058586386,0.06662551,0.1372182941,0.0744906485,0.0844655349,0.1339079021
OB*OTHER*T_S2R,0.2279305897,0.2094548835,-0.0810584759,0.058586386,0.0545311469,-0.0692181134,0.0744906485,0.0694312843,-0.0679194544
T_OB*T_OTHER*EB,0.2279305897,0.2093861224,-0.0813601515,0.058586386,0.0663968941,0.1333160915,0.0744906485,0.0846482892,0.1363612867
BLIZZARD--T_OB*OTHER*T_TITLE*S2R*CODE,0.2279305897,0.209131214,-0.0824785114,0.058586386,0.0642939961,0.0974221221,0.0744906485,0.081802183,0.0981537232
BLIZZARD--T_TITLE*S2R*CODE,0.2279305897,0.2088989605,-0.0834974772,0.058586386,0.073833402,0.2602484459,0.0744906485,0.0984271301,0.3213353898
T_OB*S2R*EB,0.2279305897,0.2088469704,-0.0837255731,0.058586386,0.0634236739,0.0825667559,0.0744906485,0.0810259716,0.0877334706
BLIZZARD--T_TITLE*T_OTHER*T_S2R*EB,0.2279305897,0.2088436358,-0.0837402032,0.058586386,0.0690888459,0.1792645105,0.0744906485,0.0889850808,0.1945805626
BLIZZARD--T_OB*T_OTHER*S2R*T_EB,0.2279305897,0.208827129,-0.0838126234,0.058586386,0.0674596331,0.1514557849,0.0744906485,0.085311803,0.1452686302
T_OTHER*S2R*EB,0.2279305897,0.2087759092,-0.0840373401,0.058586386,0.0630841535,0.076771546,0.0744906485,0.0803456088,0.0785999375
OB*OTHER*T_TITLE*CODE,0.2279305897,0.2087426258,-0.0841833644,0.058586386,0.0580897309,-0.0084773127,0.0744906485,0.0741370062,-0.0047474727
T_OB*T_TITLE*T_OTHER*T_S2R*CODE*T_EB,0.2279305897,0.2087307339,-0.0842355376,0.058586386,0.072890192,0.2441489724,0.0744906485,0.0904407928,0.2141227737
BLIZZARD--T_OB*OTHER*T_TITLE*S2R*T_EB,0.2279305897,0.2087208222,-0.0842790232,0.058586386,0.0651914865,0.1127412172,0.0744906485,0.0824575744,0.1069520282
T_OB*T_TITLE*T_OTHER*CODE*EB,0.2279305897,0.2086969899,-0.0843835827,0.058586386,0.073852819,0.2605798719,0.0744906485,0.0933825893,0.2536149327
T_OB*T_OTHER*S2R*CODE,0.2279305897,0.2086561611,-0.0845627111,0.058586386,0.0668669602,0.1413395623,0.0744906485,0.0846151099,0.1359158712
BLIZZARD--T_TITLE*T_OTHER*EB,0.2279305897,0.2086527761,-0.084577562,0.058586386,0.0675895889,0.1536739747,0.0744906485,0.0889555975,0.1941847644
T_OTHER*S2R*CODE*EB,0.2279305897,0.2086070608,-0.084778129,0.058586386,0.0691115268,0.1796516475,0.0744906485,0.0873395579,0.1724902344
BLIZZARD--T_OB*T_OTHER*CODE*EB,0.2279305897,0.2085809166,-0.0848928312,0.058586386,0.0670039193,0.143677292,0.0744906485,0.0888046543,0.1921584264
BLIZZARD--T_OB*T_TITLE*T_OTHER*T_S2R*CODE*T_EB,0.2279305897,0.2084900334,-0.0852915631,0.058586386,0.0679418225,0.1596861841,0.0744906485,0.0885274465,0.1884370494
BLIZZARD--T_TITLE*T_OTHER*T_S2R*CODE*EB,0.2279305897,0.2084108998,-0.0856387462,0.058586386,0.071273883,0.2165604984,0.0744906485,0.093802556,0.2592527779
BLIZZARD--T_TITLE*T_S2R*CODE*EB,0.2279305897,0.2083982228,-0.0856943641,0.058586386,0.077861098,0.3289964316,0.0744906485,0.1010406816,0.3564210232
TITLE*T_OB*OTHER*S2R*CODE*T_EB,0.2279305897,0.2083467105,-0.0859203639,0.058586386,0.0591620424,0.00982577,0.0744906485,0.0752160906,0.0097387006
BLIZZARD--T_OB*S2R*EB,0.2279305897,0.2083374435,-0.085961021,0.058586386,0.0719273374,0.2277141886,0.0744906485,0.0916487005,0.2303383364
TITLE*T_OB*OTHER*S2R*CODE,0.2279305897,0.2083133438,-0.0860667536,0.058586386,0.0592384676,0.0111302572,0.0744906485,0.075111901,0.0083400069
BLIZZARD--T_TITLE*T_OTHER*CODE*EB,0.2279305897,0.2082926652,-0.0861574766,0.058586386,0.0703656476,0.2010579994,0.0744906485,0.0941584164,0.2640300264
BLIZZARD--T_TITLE*T_OTHER*S2R*CODE*T_EB,0.2279305897,0.2081614458,-0.0867331759,0.058586386,0.0694031722,0.1846296883,0.0744906485,0.0908853971,0.2200913661
BLIZZARD--T_TITLE*T_OTHER*S2R,0.2279305897,0.2081359225,-0.0868451541,0.058586386,0.0671084586,0.1454616522,0.0744906485,0.0877982091,0.1786473988
BLIZZARD--T_TITLE*CODE*EB,0.2279305897,0.2080823194,-0.0870803269,0.058586386,0.0730425236,0.2467490919,0.0744906485,0.0969183075,0.3010801953
T_OB*T_TITLE*T_OTHER*T_S2R*T_EB,0.2279305897,0.2080786066,-0.0870966162,0.058586386,0.066367305,0.1328110415,0.0744906485,0.0827695715,0.1111404346
OB*OTHER*T_S2R*CODE,0.2279305897,0.2080030155,-0.0874282571,0.058586386,0.0572305023,-0.0231433248,0.0744906485,0.0736065845,-0.0118681201
T_S2R*EB,0.2279305897,0.2079935476,-0.0874697955,0.058586386,0.0632686845,0.0799212705,0.0744906485,0.0792247341,0.0635527513
BLIZZARD--T_OB*OTHER*T_TITLE*S2R,0.2279305897,0.2079259239,-0.087766481,0.058586386,0.0645562401,0.1018983147,0.0744906485,0.0818640351,0.0989840576
OB*OTHER,0.2279305897,0.2079165399,-0.0878076517,0.058586386,0.0541157185,-0.076308984,0.0744906485,0.068743572,-0.0771516508
T_OB*T_TITLE*T_S2R*CODE*EB,0.2279305897,0.2078543002,-0.0880807159,0.058586386,0.074668265,0.2744985654,0.0744906485,0.0937433979,0.2584586088
OB*OTHER*CODE,0.2279305897,0.2073987378,-0.0900794052,0.058586386,0.0570199719,-0.0267368279,0.0744906485,0.0729745636,-0.020352688
BLIZZARD--T_OB*OTHER*S2R*CODE*T_EB,0.2279305897,0.2073769093,-0.0901751733,0.058586386,0.0645832749,0.102359768,0.0744906485,0.0820420586,0.101373935
TITLE*T_OB*OTHER*S2R*EB,0.2279305897,0.2073584008,-0.0902563757,0.058586386,0.0560786791,-0.0428035783,0.0744906485,0.0709342265,-0.0477432014
BLIZZARD--T_OB*OTHER*T_TITLE*T_S2R*CODE*EB,0.2279305897,0.207080157,-0.0914771146,0.058586386,0.0681946165,0.1640010773,0.0744906485,0.0855081588,0.1479046102
S2R*EB,0.2279305897,0.2069700929,-0.091959999,0.058586386,0.0663791516,0.1330132481,0.0744906485,0.0824691512,0.1071074402
BLIZZARD--T_OB*OTHER*T_TITLE*CODE*EB,0.2279305897,0.2067746146,-0.0928176209,0.058586386,0.0666807934,0.1381619157,0.0744906485,0.0838176999,0.1252110383
BLIZZARD--T_OB*T_TITLE*T_S2R*CODE*EB,0.2279305897,0.2066832234,-0.0932185815,0.058586386,0.0746774485,0.2746553167,0.0744906485,0.0967388416,0.2986709548
BLIZZARD--T_OB*T_TITLE*T_OTHER*T_S2R*CODE,0.2279305897,0.2066210616,-0.0934913042,0.058586386,0.0668879143,0.1416972233,0.0744906485,0.0873508455,0.1726417644
BLIZZARD--S2R*EB,0.2279305897,0.2065818614,-0.0936632871,0.058586386,0.073347153,0.2519487531,0.0744906485,0.0923077038,0.2391851286
TITLE*T_OB*OTHER*CODE*EB,0.2279305897,0.206182007,-0.0954175688,0.058586386,0.0579928911,-0.0101302534,0.0744906485,0.0724218357,-0.0277727848
BLIZZARD--T_OB*T_OTHER*EB,0.2279305897,0.2061756971,-0.095445252,0.058586386,0.0667807839,0.1398686356,0.0744906485,0.0852435643,0.1443525607
T_TITLE*S2R*EB,0.2279305897,0.2061362013,-0.095618532,0.058586386,0.0668111887,0.1403876089,0.0744906485,0.0841781301,0.1300496345
BLIZZARD--T_TITLE*CODE,0.2279305897,0.2060927438,-0.0958091931,0.058586386,0.0713011318,0.2170256032,0.0744906485,0.0958462683,0.2866886018
BLIZZARD--T_TITLE*T_EB,0.2279305897,0.205723993,-0.0974270138,0.058586386,0.0719640123,0.228340186,0.0744906485,0.0919399763,0.2342485686
T_TITLE*S2R*CODE,0.2279305897,0.2055919399,-0.0980063702,0.058586386,0.073168891,0.2489060327,0.0744906485,0.0913409764,0.2262072927
T_TITLE*T_S2R*CODE*EB,0.2279305897,0.2055882343,-0.0980226281,0.058586386,0.0734974653,0.2545144068,0.0744906485,0.092385501,0.2402295166
BLIZZARD--T_OB*T_TITLE*S2R*CODE,0.2279305897,0.2055528459,-0.0981778874,0.058586386,0.0706583522,0.2060541192,0.0744906485,0.0935222622,0.2554899718
TITLE*T_OB*OTHER*T_S2R*CODE*EB,0.2279305897,0.2055446957,-0.0982136447,0.058586386,0.0584933483,-0.0015880438,0.0744906485,0.0732764649,-0.0162998117
BLIZZARD--T_OB*T_TITLE*CODE*EB,0.2279305897,0.205544219,-0.0982157363,0.058586386,0.0718300851,0.2260542077,0.0744906485,0.0943927323,0.2671756021
BLIZZARD--T_OB*OTHER*T_TITLE*T_S2R*EB,0.2279305897,0.2055320253,-0.0982692337,0.058586386,0.0681316007,0.1629254723,0.0744906485,0.0856928821,0.1503844285
T_OB*T_OTHER*T_S2R*T_EB,0.2279305897,0.2055079259,-0.0983749652,0.058586386,0.0650944836,0.1110854933,0.0744906485,0.081282992,0.0911838426
T_OB*T_OTHER*S2R,0.2279305897,0.2054994849,-0.0984119984,0.058586386,0.0606895053,0.0358977464,0.0744906485,0.0763191779,0.0245471004
BLIZZARD--T_TITLE*T_OTHER*S2R*T_EB,0.2279305897,0.2054411862,-0.0986677724,0.058586386,0.065938763,0.125496339,0.0744906485,0.0845578029,0.1351465529
BLIZZARD--T_OB*OTHER*S2R*T_EB,0.2279305897,0.2054059739,-0.0988222589,0.058586386,0.0646823037,0.1040500709,0.0744906485,0.0819143123,0.0996590044
