Strategy,Avg. Baseline %HITS@N,Avg. Reform %HITS@N,% Imp. %HITS@N,Avg. Baseline MAP,Avg. Reform MAP,% Imp. MAP,Avg. Baseline MRR,Avg. Reform MRR,% Imp. MRR
OTHER*CODE*EB,0.2279305897,0.1575267664,-0.3088827323,0.058586386,0.0431936884,-0.2627350603,0.0744906485,0.0545039956,-0.2683108986
OTHER*T_TITLE*T_S2R*T_EB,0.2279305897,0.157511703,-0.3089488198,0.058586386,0.0432770616,-0.2613119786,0.0744906485,0.05439463,-0.2697790786
OTHER*T_S2R*CODE*T_EB,0.2279305897,0.1571404701,-0.3105775301,0.058586386,0.042854549,-0.2685237661,0.0744906485,0.0545485102,-0.2677133129
OTHER*T_TITLE*T_S2R,0.2279305897,0.1566164053,-0.3128767601,0.058586386,0.0427667642,-0.270022148,0.0744906485,0.0537361685,-0.2786185976
OTHER*S2R,0.2279305897,0.1562552931,-0.3144610679,0.058586386,0.0407241339,-0.3048874216,0.0744906485,0.0512924023,-0.311424946
OTHER*T_TITLE*CODE,0.2279305897,0.1562424031,-0.3145176201,0.058586386,0.0434753517,-0.2579274015,0.0744906485,0.0547821743,-0.2645764877
OTHER*T_TITLE*EB,0.2279305897,0.1559495154,-0.3158026064,0.058586386,0.0428890814,-0.2679343396,0.0744906485,0.0535469453,-0.2811588249
OTHER*T_S2R*EB,0.2279305897,0.1554385716,-0.3180442702,0.058586386,0.0412449393,-0.2959978924,0.0744906485,0.0519532045,-0.3025540037
OTHER*T_S2R*CODE,0.2279305897,0.1546878852,-0.3213377574,0.058586386,0.0419417443,-0.2841042582,0.0744906485,0.053594718,-0.2805175
OTHER*CODE*T_EB,0.2279305897,0.1528093615,-0.3295794052,0.058586386,0.0419671938,-0.2836698647,0.0744906485,0.0531479441,-0.2865152182
OTHER*CODE,0.2279305897,0.151270074,-0.3363327223,0.058586386,0.0414330602,-0.2927868911,0.0744906485,0.0526247023,-0.2935394792
OTHER*T_TITLE*T_EB,0.2279305897,0.1509710301,-0.3376447178,0.058586386,0.0405962637,-0.3070700134,0.0744906485,0.0509621364,-0.3158586015
OTHER*EB,0.2279305897,0.1508235185,-0.3382918953,0.058586386,0.040112483,-0.3153275755,0.0744906485,0.0505965588,-0.3207662992
OTHER*T_S2R*T_EB,0.2279305897,0.1504322748,-0.3400083992,0.058586386,0.0395679791,-0.324621609,0.0744906485,0.0501891831,-0.3262351163
OTHER*T_TITLE,0.2279305897,0.1493689882,-0.3446733571,0.058586386,0.0400663307,-0.31611534,0.0744906485,0.0501948097,-0.3261595817
OTHER*T_S2R,0.2279305897,0.1487538803,-0.3473720202,0.058586386,0.0388590176,-0.3367227407,0.0744906485,0.0491677385,-0.3399475037
OTHER*T_EB,0.2279305897,0.1458070909,-0.3603004709,0.058586386,0.0383804529,-0.3448912705,0.0744906485,0.048677644,-0.3465267784
OTHER,0.2279305897,0.145798871,-0.3603365341,0.058586386,0.038264385,-0.3468724118,0.0744906485,0.0483120961,-0.3514340786
